Id,LotArea,Street,Utilities,LotConfig,Neighborhood,HouseStyle,YearBuilt,RoofStyle,GrLivArea,SaleType,SaleCondition,SalePrice
808,21384,Pave,AllPub,Inside,BrkSide,2Story,1923,Gable,1576,WD,Normal,223500
811,10140,Pave,AllPub,Inside,NWAmes,1Story,1974,Hip,1309,WD,Normal,181000
812,4438,Pave,AllPub,Inside,CollgCr,1Story,2004,Gable,848,ConLD,Normal,144500
814,9750,Pave,AllPub,Inside,NAmes,1Story,1958,Gable,1442,COD,Normal,157900
816,12137,Pave,AllPub,CulDSac,CollgCr,1Story,1998,Gable,1661,WD,Normal,224900
818,13265,Pave,AllPub,CulDSac,Mitchel,1Story,2002,Hip,1689,WD,Normal,271000
820,6371,Pave,AllPub,Inside,NridgHt,1Story,2009,Gable,1358,New,Partial,224000
821,7226,Pave,AllPub,CulDSac,CollgCr,2Story,2003,Gable,1640,WD,Normal,183000
823,12394,Pave,AllPub,Corner,Gilbert,2Story,2003,Gable,1733,WD,Family,225000
825,11216,Pave,AllPub,Inside,Somerst,1Story,2006,Gable,1489,New,Partial,232600
826,14803,Pave,AllPub,Inside,NridgHt,1Story,2007,Hip,2084,New,Partial,385000
827,6130,Pave,AllPub,Inside,BrkSide,1.5Unf,1924,Gable,784,WD,Normal,109500
828,8529,Pave,AllPub,Inside,SawyerW,1Story,2001,Gable,1434,WD,Normal,189000
830,2544,Pave,AllPub,Inside,Somerst,2Story,2005,Gable,1223,WD,Normal,147400
831,11900,Pave,AllPub,Corner,NAmes,1Story,1957,Gable,1392,WD,Normal,166000
832,3180,Pave,AllPub,Inside,Somerst,2Story,2005,Gable,1200,WD,Normal,151000
834,10004,Pave,AllPub,Inside,NAmes,1Story,1964,Gable,1516,WD,Normal,167000
835,7875,Pave,AllPub,Inside,NAmes,1Story,1961,Gable,1144,WD,Normal,139950
836,9600,Pave,AllPub,Inside,Sawyer,1Story,1950,Gable,1067,WD,Normal,128000
839,9525,Pave,AllPub,Inside,CollgCr,1Story,1995,Gable,1099,WD,Normal,144000
840,11767,Pave,AllPub,Inside,Edwards,1.5Fin,1946,Gable,1200,WD,Normal,130500
845,12665,Pave,AllPub,Inside,OldTown,1.5Fin,1915,Gable,1416,WD,Normal,153900
846,16647,Pave,AllPub,CulDSac,Sawyer,SFoyer,1975,Gable,1701,WD,Normal,171000
847,9317,Pave,AllPub,Inside,SawyerW,2Story,1993,Gable,1775,WD,Normal,213000
848,15523,Pave,AllPub,CulDSac,CollgCr,1Story,1972,Gable,864,WD,Normal,133500
851,4435,Pave,AllPub,Inside,CollgCr,1Story,2003,Gable,848,WD,Normal,131500
853,7128,Pave,AllPub,Inside,Crawfor,2.5Unf,1941,Gable,1646,WD,Normal,164000
854,12095,Pave,AllPub,Corner,NAmes,SLvl,1964,Gable,1445,WD,Normal,158000
855,17920,Pave,AllPub,Inside,Sawyer,1Story,1955,Hip,1779,WD,Abnorml,170000
856,6897,Pave,AllPub,Corner,Sawyer,1Story,1962,Gable,1040,WD,Normal,127000
857,10970,Pave,AllPub,Inside,CollgCr,SLvl,1978,Gable,1026,WD,Normal,147000
859,10400,Pave,AllPub,Inside,NWAmes,1Story,1976,Gable,1370,WD,Family,152000
862,11625,Pave,AllPub,Inside,Sawyer,1Story,1965,Hip,1039,WD,Normal,131500
863,9672,Pave,AllPub,Corner,SawyerW,1Story,1984,Hip,1097,WD,Normal,152000
864,7931,Pave,AllPub,Inside,NAmes,1Story,1959,Hip,1148,WD,Normal,132500
865,8640,Pave,AllPub,Inside,Somerst,1Story,2007,Gable,1372,New,Partial,250580
866,8750,Pave,AllPub,Inside,NAmes,1Story,1970,Gable,1002,WD,Normal,148500
869,14762,Pave,AllPub,Corner,Gilbert,2Story,1948,Gable,2320,WD,Normal,169000
870,9938,Pave,AllPub,Inside,SawyerW,2Story,1993,Gable,1949,WD,Normal,236000
871,6600,Pave,AllPub,Inside,NAmes,1Story,1962,Hip,894,WD,Normal,109500
872,8750,Pave,AllPub,Inside,CollgCr,2Story,1998,Gable,1682,WD,Normal,200500
874,12144,Pave,AllPub,Inside,NAmes,1Story,1949,Gable,1268,WD,Normal,133000
875,5720,Pave,AllPub,Inside,OldTown,1.5Fin,1941,Gable,1131,WD,Abnorml,66500
876,9000,Pave,AllPub,Inside,Somerst,2Story,2007,Gable,2610,New,Partial,303477
877,25286,Pave,AllPub,Inside,Mitchel,1Story,1963,Gable,1040,WD,Normal,132250
879,11782,Pave,AllPub,Inside,Sawyer,SFoyer,1961,Gable,1155,WD,Normal,148000
880,7000,Pave,AllPub,CulDSac,CollgCr,1Story,1978,Gable,864,WD,Normal,136500
882,13758,Pave,AllPub,CulDSac,Timber,1.5Fin,1990,Gable,1717,WD,Normal,187500
883,9636,Pave,AllPub,Corner,Gilbert,2Story,1992,Gable,1593,WD,Normal,178000
884,6204,Pave,AllPub,Inside,SWISU,2.5Fin,1912,Gable,2230,WD,Normal,118500
885,7150,Pave,AllPub,Inside,NAmes,1Story,1967,Gable,892,WD,Normal,100000
886,5119,Pave,AllPub,CulDSac,Somerst,1Story,1999,Gable,1709,CWD,Abnorml,328900
887,8393,Pave,AllPub,Corner,NAmes,1Story,1959,Gable,1712,WD,Family,145000
888,16466,Pave,AllPub,Inside,Edwards,1.5Fin,1955,Gable,1393,WD,Normal,135500
889,15865,Pave,AllPub,Inside,NAmes,1Story,1970,Flat,2217,WD,Normal,268000
890,12160,Pave,AllPub,Inside,NAmes,1Story,1953,Hip,1505,WD,Normal,149500
891,8064,Pave,AllPub,Corner,NAmes,1.5Fin,1949,Gable,924,WD,Normal,122900
893,8414,Pave,AllPub,Inside,Sawyer,1Story,1963,Hip,1068,WD,Normal,154500
894,13284,Pave,AllPub,Inside,Sawyer,1Story,1954,Gable,1383,WD,Normal,165000
895,7018,Pave,AllPub,Inside,SawyerW,1Story,1979,Gable,1535,WD,Alloca,118858
898,7018,Pave,AllPub,Inside,SawyerW,2Story,1979,Gable,2240,WD,Alloca,142953
899,12919,Pave,AllPub,Inside,NridgHt,1Story,2009,Hip,2364,New,Partial,611657
900,6993,Pave,AllPub,Inside,Sawyer,1Story,1961,Gable,1236,WD,Normal,135000
901,7340,Pave,AllPub,Inside,NAmes,1Story,1971,Gable,858,WD,Normal,110000
903,7875,Pave,AllPub,Inside,Gilbert,2Story,2003,Gable,1509,WD,Normal,180000
904,14859,Pave,AllPub,CulDSac,Gilbert,1Story,2006,Hip,1670,New,Partial,240000
905,6173,Pave,AllPub,Inside,Sawyer,1Story,1967,Gable,902,WD,Normal,125500
906,9920,Pave,AllPub,Inside,NAmes,1Story,1954,Gable,1063,WD,Normal,128000
907,13501,Pave,AllPub,Corner,Somerst,1Story,2006,Gable,1636,WD,Normal,255000
908,11500,Pave,AllPub,Inside,Crawfor,1.5Fin,1936,Gable,2057,WD,Normal,250000
909,8885,Pave,AllPub,Inside,Mitchel,1Story,1983,Gable,902,WD,Normal,131000
910,12589,Pave,AllPub,Inside,Gilbert,2Story,2005,Gable,1484,WD,Normal,174000
911,11600,Pave,AllPub,Corner,NAmes,2Story,1960,Gable,2274,WD,Normal,154300
912,9286,Pave,AllPub,CulDSac,CollgCr,1Story,1977,Gable,1268,WD,Normal,143500
913,6120,Pave,AllPub,Inside,BrkSide,1Story,1925,Gable,1015,WD,Abnorml,88000
914,6270,Pave,AllPub,Inside,Crawfor,2Story,1949,Gable,2002,WD,Normal,145000
917,9000,Pave,AllPub,Inside,IDOTRR,1Story,1949,Gable,480,WD,Abnorml,35311
919,13125,Pave,AllPub,Corner,SawyerW,2Story,1991,Gable,2127,WD,Normal,238000
920,11029,Pave,AllPub,Corner,NAmes,1Story,1958,Hip,1414,WD,Normal,176500
922,8777,Pave,AllPub,Inside,Edwards,1.5Fin,1900,Gable,2200,WD,Normal,145900
923,10237,Pave,AllPub,Inside,Gilbert,1Story,2005,Gable,1316,New,Partial,169990
924,8012,Pave,AllPub,Inside,SawyerW,1Story,1993,Gable,1617,WD,Normal,193000
926,15611,Pave,AllPub,Corner,NWAmes,1Story,1977,Gable,1126,WD,Abnorml,175000
928,9900,Pave,AllPub,Inside,NWAmes,2Story,1968,Gable,1978,WD,Normal,176000
930,13006,Pave,AllPub,Corner,Gilbert,2Story,1997,Gable,2236,WD,Normal,222000
931,8925,Pave,AllPub,Inside,Timber,1Story,2007,Gable,1466,WD,Normal,201000
932,9100,Pave,AllPub,Inside,NAmes,1Story,1965,Gable,925,WD,Normal,117500
933,11670,Pave,AllPub,Corner,Somerst,1Story,2006,Hip,1905,WD,Normal,320000
935,27650,Pave,AllPub,Inside,NAmes,1Story,1960,Flat,2069,WD,Normal,242000
936,5825,Pave,AllPub,Inside,BrkSide,1Story,1926,Gable,747,WD,Normal,79900
937,10083,Pave,AllPub,Inside,SawyerW,1Story,2003,Gable,1200,WD,Normal,184900
939,8760,Pave,AllPub,Inside,CollgCr,2Story,2006,Gable,1962,New,Partial,239799
941,12640,Pave,AllPub,Inside,Mitchel,1Story,1976,Gable,1728,WD,Normal,150900
943,7711,Pave,AllPub,Inside,Edwards,1Story,1977,Gable,1440,Oth,Abnorml,150000
945,14375,Pave,NoSeWa,CulDSac,Timber,SLvl,1958,Gable,1344,COD,Abnorml,137500
947,8163,Pave,AllPub,Inside,NAmes,SLvl,1959,Gable,1144,WD,Normal,143000
949,14006,Pave,AllPub,Inside,CollgCr,2Story,2002,Gable,1776,WD,Normal,192500
950,9360,Pave,AllPub,Inside,NWAmes,1Story,1972,Hip,1381,WD,Normal,197500
955,9400,Pave,AllPub,CulDSac,Edwards,SFoyer,1975,Flat,980,WD,AdjLand,127500
957,1300,Pave,AllPub,Inside,Blueste,2Story,1980,Gable,1229,WD,Normal,124000
958,7420,Pave,AllPub,Inside,Sawyer,1Story,1962,Hip,1057,WD,Normal,132000
960,2572,Pave,AllPub,FR2,Somerst,2Story,1999,Hip,1416,WD,Normal,155000
961,7207,Pave,AllPub,Inside,BrkSide,1Story,1958,Gable,858,WD,Normal,116500
963,2308,Pave,AllPub,Corner,NPkVill,2Story,1976,Gable,1548,WD,Normal,155000
964,11923,Pave,AllPub,Corner,CollgCr,1Story,2007,Gable,1800,WD,Normal,239000
967,9600,Pave,AllPub,Inside,Crawfor,1.5Fin,1940,Gable,1308,WD,Normal,160000
969,5925,Pave,AllPub,Inside,OldTown,1.5Fin,1910,Gable,968,WD,Abnorml,37900
971,10800,Pave,AllPub,Inside,NAmes,1.5Fin,1949,Gable,1192,WD,Abnorml,135000
972,2268,Pave,AllPub,Inside,NridgHt,2Story,2003,Gable,1626,WD,Normal,173000
973,7892,Pave,AllPub,Inside,SawyerW,1Story,1979,Gable,918,WD,Normal,99500
974,11639,Pave,AllPub,Corner,Somerst,1Story,2007,Gable,1428,New,Partial,182000
975,11414,Pave,AllPub,Corner,BrkSide,2Story,1910,Gable,2019,WD,Normal,167500
977,5900,Pave,AllPub,Inside,BrkSide,1Story,1923,Gable,869,WD,Normal,85500
979,9450,Pave,AllPub,Inside,Edwards,1Story,1954,Gable,894,WD,Abnorml,110000
982,12203,Pave,AllPub,Corner,NoRidge,2Story,1998,Hip,2612,WD,Normal,336000
983,3182,Pave,AllPub,Inside,Blmngtn,1Story,2007,Gable,1266,WD,Normal,159895
984,11250,Pave,AllPub,Corner,CollgCr,2Story,2002,Gable,2290,WD,Normal,255900
985,10125,Pave,AllPub,Inside,Mitchel,1.5Fin,1977,Gable,1734,COD,Normal,126000
986,10880,Pave,AllPub,Inside,Edwards,1Story,1950,Gable,1164,ConLD,Normal,125000
990,8125,Pave,AllPub,Inside,Somerst,2Story,2006,Gable,1576,New,Partial,197000
991,9452,Pave,AllPub,Inside,NoRidge,2Story,1997,Gable,2392,WD,Normal,348000
992,17671,Pave,AllPub,Corner,OldTown,2Story,1882,Gable,1742,WD,Normal,168000
993,9760,Pave,AllPub,Inside,NAmes,2Story,1964,Hip,1851,WD,Normal,187000
1003,11957,Pave,AllPub,Inside,Somerst,1Story,2006,Gable,1574,WD,Normal,232000
1004,11500,Pave,AllPub,Corner,NWAmes,1Story,1976,Gable,1680,WD,Normal,136905
1005,3182,Pave,AllPub,Inside,Blmngtn,1Story,2005,Gable,1504,WD,Normal,181000
1006,8385,Pave,AllPub,Inside,CollgCr,SLvl,1977,Gable,985,WD,Normal,149900
1007,12155,Pave,AllPub,Inside,NAmes,1Story,1970,Gable,1657,WD,Normal,163500
1009,12118,Pave,AllPub,CulDSac,Mitchel,1Story,2004,Hip,1710,WD,Normal,240000
1010,6000,Pave,AllPub,Inside,SWISU,1.5Fin,1926,Gable,1522,WD,Normal,102000
1012,9825,Pave,AllPub,Inside,Edwards,1Story,1965,Hip,1664,WD,Normal,100000
1013,10592,Pave,AllPub,Inside,Crawfor,2Story,1923,Hip,1502,WD,Normal,165000
1014,7200,Pave,AllPub,Inside,OldTown,1Story,1910,Hip,1022,WD,Normal,85000
1015,11664,Pave,AllPub,Inside,NAmes,1Story,1948,Gable,1082,WD,Normal,119200
1016,8400,Pave,AllPub,Inside,NWAmes,2Story,2001,Gable,1665,WD,Normal,227000
1017,11883,Pave,AllPub,Inside,CollgCr,1Story,1996,Hip,1504,WD,Normal,203000
1018,5814,Pave,AllPub,CulDSac,StoneBr,1Story,1984,Gable,1360,COD,Abnorml,187500
1019,10784,Pave,AllPub,FR2,Gilbert,SLvl,1991,Gable,1472,WD,Normal,160000
1021,7024,Pave,AllPub,Inside,Edwards,1Story,2005,Gable,1132,WD,Normal,176000
1023,9439,Pave,AllPub,Inside,OldTown,1.5Fin,1930,Gable,1248,WD,Normal,87000
1025,15498,Pave,AllPub,Corner,Timber,1Story,1976,Hip,2898,COD,Abnorml,287000
1027,9300,Pave,AllPub,Inside,NAmes,1Story,1960,Gable,1264,WD,Normal,167500
1028,9520,Pave,AllPub,Inside,Timber,1Story,2007,Gable,1646,New,Partial,293077
1029,9492,Pave,AllPub,Inside,NAmes,1.5Fin,1941,Gable,1376,WD,Normal,105000
1030,1680,Pave,AllPub,Inside,BrDale,2Story,1972,Gable,1218,WD,Normal,118000
1031,7082,Pave,AllPub,Inside,SWISU,2Story,1916,Gable,1928,WD,Normal,160000
1032,15863,Pave,AllPub,Corner,SWISU,2.5Fin,1920,Gable,3082,WD,Normal,197000
1033,14541,Pave,AllPub,Corner,NoRidge,2Story,1993,Gable,2520,WD,Abnorml,310000
1034,8125,Pave,AllPub,Inside,CollgCr,1Story,2002,Gable,1654,WD,Normal,230000
1035,6305,Pave,AllPub,Inside,Crawfor,1Story,1938,Gable,954,WD,Normal,119750
1036,11500,Pave,AllPub,CulDSac,Edwards,1Story,1957,Gable,845,WD,Normal,84000
1037,12898,Pave,AllPub,Inside,Timber,1Story,2007,Hip,1620,WD,Normal,315500
1038,9240,Pave,AllPub,Inside,CollgCr,2Story,2001,Gable,2263,WD,Normal,287000
1039,1533,Pave,AllPub,Inside,MeadowV,2Story,1970,Gable,1344,WD,Normal,97000
1040,1477,Pave,AllPub,Inside,MeadowV,SFoyer,1970,Gable,630,WD,Normal,80000
1041,13125,Pave,AllPub,Corner,Sawyer,1Story,1957,Gable,1803,WD,Normal,155000
1042,9130,Pave,AllPub,Inside,NWAmes,2Story,1966,Hip,1632,WD,Normal,173000
1043,5381,Pave,AllPub,Inside,NridgHt,1Story,2005,Gable,1306,WD,Normal,196000
1045,9600,Pave,AllPub,Inside,NWAmes,1Story,1981,Hip,2524,WD,Normal,278000
1047,16056,Pave,AllPub,Inside,StoneBr,2Story,2005,Hip,2868,New,Partial,556581
1049,21750,Pave,AllPub,Inside,Mitchel,1Story,1960,Hip,1771,WD,Normal,115000
1050,11100,Pave,AllPub,Inside,Edwards,1Story,1946,Gable,930,WD,Abnorml,84900
1052,11175,Pave,AllPub,Corner,CollgCr,1Story,2007,Gable,1316,New,Partial,200141
1053,9500,Pave,AllPub,Corner,NAmes,2Story,1964,Gable,1977,WD,Normal,165000
1054,8562,Pave,AllPub,Inside,Edwards,1Story,1957,Hip,1526,WD,Normal,144500
1055,11367,Pave,AllPub,Corner,CollgCr,2Story,2002,Gable,1989,WD,Normal,255000
1056,11361,Pave,AllPub,Inside,NWAmes,1Story,1976,Gable,1523,COD,Abnorml,180000
1057,7052,Pave,AllPub,Inside,NridgHt,1Story,2005,Gable,1364,WD,Normal,185850
1058,29959,Pave,AllPub,FR2,NoRidge,2Story,1994,Gable,1850,WD,Normal,248000
1059,11308,Pave,AllPub,Inside,NridgHt,2Story,2008,Gable,2184,WD,Normal,335000
1061,4920,Pave,AllPub,Inside,StoneBr,1Story,2001,Gable,1338,WD,Normal,213500
1062,18000,Grvl,AllPub,Inside,IDOTRR,1Story,1935,Gable,894,ConLD,Normal,81000
1063,13600,Pave,AllPub,Inside,OldTown,2Story,1900,Gable,2337,WD,Normal,90000
1065,11000,Pave,AllPub,CulDSac,NAmes,1Story,1966,Gable,1154,WD,Normal,154000
1066,14000,Pave,AllPub,Inside,ClearCr,2Story,1996,Gable,2260,WD,Normal,328000
1067,7837,Pave,AllPub,Inside,Gilbert,2Story,1993,Gable,1571,WD,Normal,178000
1068,9760,Pave,AllPub,Inside,NAmes,2Story,1964,Gable,1611,WD,Normal,167900
1069,3964,Pave,AllPub,Inside,MeadowV,2Story,1973,Gable,2521,WD,Normal,151400
1070,9600,Pave,AllPub,Inside,NAmes,1.5Unf,1949,Gable,893,WD,Normal,135000
1071,10152,Pave,AllPub,Inside,NAmes,1Story,1956,Hip,1048,WD,Normal,135000
1072,11700,Pave,AllPub,Inside,NWAmes,2Story,1968,Gable,1556,WD,Normal,154000
1073,7585,Pave,AllPub,Inside,Edwards,1.5Fin,1948,Gable,1456,WD,Normal,91500
1074,7950,Pave,AllPub,Corner,Edwards,2Story,1977,Hip,1426,WD,Normal,159500
1075,8556,Pave,AllPub,Inside,CollgCr,1Story,2006,Gable,1240,WD,Normal,194000
1078,15870,Pave,AllPub,Corner,NAmes,1Story,1969,Gable,1096,WD,Abnorml,138800
1079,4435,Pave,AllPub,Inside,CollgCr,1Story,2004,Gable,848,WD,Normal,155900
1082,7500,Pave,AllPub,Corner,Sawyer,1Story,1963,Gable,1040,WD,Normal,133000
1083,8749,Pave,AllPub,Inside,CollgCr,1Story,2002,Gable,1459,WD,Normal,192000
1084,8800,Pave,AllPub,Inside,NAmes,1Story,1964,Hip,1251,WD,Normal,160000
1087,1974,Pave,AllPub,Inside,MeadowV,2Story,1973,Gable,1092,WD,Normal,83500
1089,2522,Pave,AllPub,Inside,Edwards,2Story,2004,Gable,1709,WD,Normal,137500
1091,8544,Pave,AllPub,Corner,NAmes,1Story,1950,Gable,1040,WD,Normal,92900
1092,2160,Pave,AllPub,Inside,Somerst,2Story,1999,Gable,1252,WD,Normal,160000
1097,6882,Pave,AllPub,Inside,IDOTRR,2Story,1914,Gable,1355,WD,Normal,127000
1098,3696,Pave,AllPub,Inside,StoneBr,1Story,1986,Gable,1088,WD,Normal,170000
1099,6000,Pave,AllPub,Inside,BrkSide,1.5Fin,1936,Gable,1324,WD,Normal,128000
1100,11880,Pave,AllPub,Inside,NWAmes,1Story,1978,Gable,1601,COD,Abnorml,157000
1102,9758,Pave,AllPub,Inside,NAmes,1Story,1971,Gable,950,WD,Normal,119500
1103,7000,Pave,AllPub,Inside,NAmes,1Story,1960,Gable,1134,WD,Family,135000
1104,8910,Pave,AllPub,Corner,NAmes,1Story,1959,Hip,1194,WD,Normal,159500
1106,12256,Pave,AllPub,Corner,NoRidge,2Story,1994,Gable,2622,WD,Normal,325000
1107,10357,Pave,AllPub,Corner,SawyerW,1Story,1990,Hip,1442,WD,Normal,179900
1109,8063,Pave,AllPub,Inside,Gilbert,2Story,2000,Gable,1690,WD,Abnorml,181000
1110,11362,Pave,AllPub,Inside,NridgHt,1Story,2004,Gable,1836,WD,Normal,280000
1111,8000,Pave,AllPub,Inside,Gilbert,2Story,1995,Gable,1658,WD,Normal,188000
1112,10480,Pave,AllPub,Inside,NWAmes,2Story,1976,Hip,1964,WD,Normal,205000
1113,7100,Pave,AllPub,Corner,NAmes,1Story,1957,Gable,816,WD,Normal,129900
1115,5400,Pave,AllPub,Inside,OldTown,1Story,1954,Gable,833,WD,Normal,117000
1116,12085,Pave,AllPub,Inside,NridgHt,1Story,2007,Hip,1734,New,Partial,318000
1117,7750,Pave,AllPub,Inside,Gilbert,SLvl,2002,Hip,1419,WD,Normal,184100
1118,9764,Pave,AllPub,FR2,Sawyer,1Story,1967,Gable,894,WD,Normal,130000
1119,13825,Pave,AllPub,Inside,Sawyer,SLvl,1958,Gable,1601,WD,Normal,140000
1121,8263,Pave,AllPub,Inside,IDOTRR,1Story,1920,Gable,1012,WD,Normal,118400
1122,10084,Pave,AllPub,Inside,CollgCr,1Story,2005,Gable,1552,New,Partial,212900
1123,8926,Pave,AllPub,Corner,Edwards,1Story,1956,Gable,960,COD,Abnorml,112000
1124,9405,Pave,AllPub,Inside,Edwards,1Story,1947,Hip,698,WD,Normal,118000
1125,9125,Pave,AllPub,Inside,Gilbert,SLvl,1992,Gable,1482,WD,Normal,163900
1129,11796,Pave,AllPub,Inside,Gilbert,2Story,2004,Gable,1959,WD,Normal,215000
1130,7200,Pave,AllPub,Inside,OldTown,SFoyer,1980,Gable,936,WD,Normal,140000
1131,7804,Pave,AllPub,Inside,SWISU,1.5Fin,1928,Gable,1981,WD,Normal,135000
1133,9900,Pave,AllPub,Inside,OldTown,2Story,1880,Gable,2210,WD,Normal,117500
1134,9828,Pave,AllPub,Inside,SawyerW,2Story,1995,Gable,2020,WD,Normal,239500
1138,6342,Pave,AllPub,Inside,Sawyer,1.5Fin,1875,Gable,1020,WD,Normal,94000
1140,8731,Pave,AllPub,Inside,BrkSide,1Story,1920,Gable,1167,WD,Normal,144000
1141,7350,Pave,AllPub,Corner,NAmes,1Story,1951,Gable,952,COD,Abnorml,139000
1142,10304,Pave,AllPub,CulDSac,NWAmes,2Story,1976,Gable,1868,WD,Normal,197500
1143,9965,Pave,AllPub,Inside,CollgCr,2Story,2006,Hip,2828,New,Partial,424870
1144,9000,Pave,AllPub,Inside,Sawyer,1Story,1959,Gable,1006,WD,Normal,80000
1145,12180,Pave,AllPub,Inside,Edwards,1.5Fin,1941,Gable,924,WD,Normal,80000
1146,6240,Pave,AllPub,Inside,BrkSide,1.5Fin,1928,Gable,1576,WD,Family,149000
1147,11200,Pave,AllPub,Inside,SawyerW,1Story,1985,Gable,1298,WD,Normal,180000
1148,12000,Pave,AllPub,Inside,Crawfor,2Story,1941,Gable,1564,WD,Normal,174500
1150,9000,Pave,AllPub,Inside,OldTown,2Story,1920,Hip,1482,WD,Normal,143000
1151,8280,Pave,AllPub,Inside,NAmes,1Story,1950,Gable,932,WD,Normal,124000
1152,17755,Pave,AllPub,Inside,Edwards,1Story,1959,Gable,1466,WD,Normal,149900
1154,5890,Pave,AllPub,Corner,IDOTRR,1Story,1930,Gable,816,WD,Normal,120500
1155,13700,Pave,AllPub,Inside,NAmes,2Story,1965,Gable,1820,WD,Normal,201800
1156,10768,Pave,AllPub,Corner,Veenker,1Story,1976,Gable,1437,WD,Normal,218000
1157,9350,Pave,AllPub,Inside,NAmes,SLvl,1965,Gable,1265,WD,Normal,179900
1158,5001,Pave,AllPub,Inside,NridgHt,1Story,2007,Gable,1314,WD,Normal,230000
1159,11932,Pave,AllPub,FR2,Somerst,1Story,2007,Gable,1580,ConLD,Partial,235128
1160,9120,Pave,AllPub,Inside,NWAmes,2Story,1974,Hip,1876,WD,Normal,185000
1162,14778,Pave,AllPub,CulDSac,Crawfor,1Story,1954,Hip,1640,WD,Normal,224000
1163,8724,Pave,AllPub,Inside,Sawyer,1Story,1968,Gable,894,WD,Normal,129000
1165,16157,Pave,AllPub,FR2,Veenker,SLvl,1978,Gable,1432,WD,Normal,194000
1166,9541,Pave,AllPub,Inside,NridgHt,1Story,2009,Gable,1502,New,Partial,233170
1168,10852,Pave,AllPub,Inside,Gilbert,2Story,2000,Gable,1671,WD,Normal,173000
1169,13728,Pave,AllPub,Corner,Edwards,2Story,1935,Hip,2108,WD,Normal,235000
1170,35760,Pave,AllPub,CulDSac,NoRidge,2Story,1995,Hip,3627,WD,Normal,625000
1171,9880,Pave,AllPub,Inside,Mitchel,SLvl,1977,Gable,1118,WD,Normal,171000
1172,9120,Pave,AllPub,Inside,NAmes,1Story,1958,Hip,1261,WD,Normal,163000
1173,4017,Pave,AllPub,Inside,Somerst,2Story,2006,Gable,1250,WD,Normal,171900
1174,18030,Pave,AllPub,Inside,ClearCr,1.5Fin,1946,Gable,3086,WD,Normal,200500
1177,6951,Pave,AllPub,CulDSac,Mitchel,1Story,1984,Gable,923,WD,Normal,119500
1179,7681,Pave,AllPub,FR2,Crawfor,1.5Fin,1921,Gable,1343,WD,Normal,154900
1181,11170,Pave,AllPub,Corner,Timber,2Story,1990,Gable,2514,WD,Normal,250000
1182,5587,Pave,AllPub,Inside,Crawfor,1Story,2008,Hip,1652,New,Partial,392500
1183,15623,Pave,AllPub,Corner,NoRidge,2Story,1996,Hip,4476,WD,Abnorml,745000
1184,10800,Pave,AllPub,Inside,OldTown,1Story,1920,Hip,1130,WD,Normal,120000
1185,35133,Grvl,AllPub,Inside,Timber,1Story,1963,Hip,1572,WD,Normal,186700
1186,9738,Pave,AllPub,Inside,Edwards,1.5Fin,1924,Gable,1221,WD,Normal,104900
1187,10615,Pave,AllPub,Corner,OldTown,2Story,1900,Gable,1699,WD,Abnorml,95000
1188,12461,Pave,AllPub,Corner,NoRidge,1Story,1994,Gable,1624,WD,Normal,262000
1189,8935,Pave,AllPub,Inside,CollgCr,2Story,2002,Gable,1660,WD,Normal,195000
1190,7500,Pave,AllPub,Inside,Gilbert,2Story,1999,Gable,1804,WD,Normal,189000
1191,32463,Pave,AllPub,Inside,Mitchel,1Story,1961,Gable,1622,WD,Normal,168000
1192,2645,Pave,AllPub,Inside,Somerst,2Story,1999,Gable,1441,WD,Normal,174000
1193,9600,Pave,AllPub,Inside,OldTown,1.5Fin,1925,Gambrel,1472,WD,Normal,125000
1194,4500,Pave,AllPub,FR2,Mitchel,1Story,1999,Hip,1224,WD,Normal,165000
1195,9364,Pave,AllPub,Corner,Sawyer,2Story,1969,Gable,1352,WD,Normal,158000
1196,8029,Pave,AllPub,Inside,Gilbert,2Story,2005,Gable,1456,WD,Normal,176000
1198,8850,Pave,AllPub,Corner,OldTown,2.5Unf,1916,Gable,1690,ConLw,Normal,144000
1199,9100,Pave,AllPub,Inside,CollgCr,1Story,2001,Gable,1212,WD,Normal,178000
1200,11235,Pave,AllPub,Inside,Sawyer,1Story,1963,Gable,1382,WD,Normal,148000
1201,9353,Pave,AllPub,Inside,NAmes,1Story,1970,Gable,864,Oth,Abnorml,116050
1203,6000,Pave,AllPub,Corner,BrkSide,1.5Fin,1925,Gable,1348,WD,Normal,117000
1204,9750,Pave,AllPub,Inside,CollgCr,1Story,2000,Gable,1630,WD,Normal,213000
1205,10140,Pave,AllPub,Inside,NWAmes,1Story,1975,Gable,1074,WD,Normal,153500
1206,14684,Pave,AllPub,CulDSac,SawyerW,1Story,1990,Hip,2196,WD,Normal,271900
1207,8900,Pave,AllPub,Inside,SawyerW,1Story,1966,Gable,1056,WD,Normal,107000
1208,9135,Pave,AllPub,Inside,CollgCr,1Story,2003,Gable,1700,WD,Normal,200000
1209,7763,Pave,AllPub,Inside,NAmes,1Story,1962,Gable,1283,WD,Normal,140000
1211,11218,Pave,AllPub,Inside,SawyerW,2Story,1992,Gable,1845,WD,Normal,189000
1216,7094,Pave,AllPub,Inside,Sawyer,1Story,1966,Gable,894,WD,Normal,125000
1217,8930,Pave,AllPub,Inside,Sawyer,1.5Fin,1978,Gable,1902,WD,Normal,112000
